method,missing_ratio,metric,mean,median,std,ci_lo,ci_hi,n,family
bgsrp,0.1,mae,2.2768439594963786e-05,2.2738997341227445e-05,3.33868832729869e-06,2.1509079093353097e-05,2.4027800096574476e-05,27,instant
bgsrp,0.1,rmse,3.378650838549455e-05,3.429409986695227e-05,6.282777629131509e-06,3.1416630993275295e-05,3.61563857777138e-05,27,instant
bgsrp,0.1,snr,5.424525651146985,5.458827713508516,1.2542562685915066,4.951417457534985,5.897633844758985,27,instant
bgsrp,0.2,mae,2.386180320592267e-05,2.3923069060393375e-05,3.858439155637173e-06,2.240639156095218e-05,2.5317214850893158e-05,27,instant
bgsrp,0.2,rmse,3.479606912576189e-05,3.681737783351133e-05,6.798204979140603e-06,3.223177141561601e-05,3.736036683590777e-05,27,instant
bgsrp,0.2,snr,5.149280651457243,4.998330904211857,1.0663375256762526,4.747055816559736,5.55150548635475,27,instant
bgsrp,0.3,mae,2.5710076343769095e-05,2.523049347622247e-05,3.4418310781528218e-06,2.4411810172110952e-05,2.7008342515427238e-05,27,instant
bgsrp,0.3,rmse,3.776805857275614e-05,3.8135957366873386e-05,6.04342519412816e-06,3.5488465439820064e-05,4.004765170569221e-05,27,instant
bgsrp,0.3,snr,4.890133158607132,4.816417658882656,1.4229289318751719,4.353401269394652,5.4268650478196125,27,instant
bgsrp,0.4,mae,2.8572162272206177e-05,2.809152899999199e-05,4.310304616847367e-06,2.694630599206645e-05,3.0198018552345906e-05,27,instant
bgsrp,0.4,rmse,4.210424209099843e-05,4.3387184356752733e-05,8.12584207911136e-06,3.9039156777977106e-05,4.516932740401975e-05,27,instant
bgsrp,0.4,snr,3.5026264285226243,3.282025220471897,1.540931815119132,2.9213835949915232,4.083869262053725,27,instant
directed_tv,0.1,mae,2.209554455087448e-06,2.2245655343611752e-06,1.8400233096372393e-07,2.1401483754826774e-06,2.278960534692219e-06,27,tv_time
directed_tv,0.1,rmse,9.998386896023753e-06,1.0064110392473526e-05,8.31942372602126e-07,9.684576422879318e-06,1.0312197369168188e-05,27,tv_time
directed_tv,0.1,snr,0.6564933414861424,0.4355334092155233,1.0495577674348167,0.2605978679078871,1.0523888150643976,27,tv_time
directed_tv,0.2,mae,5.896124869583945e-06,5.937783040080467e-06,5.155676540372145e-07,5.70165162867263e-06,6.09059811049526e-06,27,tv_time
directed_tv,0.2,rmse,1.9152972234010325e-05,1.9284439967870757e-05,1.6760349580056085e-06,1.8520768201015494e-05,1.9785176267005157e-05,27,tv_time
directed_tv,0.2,snr,1.0226016395194628,0.9817155053958457,1.2586748329209523,0.5478267538281718,1.4973765252107538,27,tv_time
directed_tv,0.3,mae,1.1164188524147689e-05,1.1218516829900127e-05,1.0702056938427242e-06,1.0760504607801155e-05,1.1567872440494222e-05,27,tv_time
directed_tv,0.3,rmse,2.8707759275133538e-05,2.883745750885403e-05,2.755377158188956e-06,2.7668425015720636e-05,2.974709353454644e-05,27,tv_time
directed_tv,0.3,snr,1.1725623600029416,1.3129884113374144,1.1198885714277547,0.7501379541278245,1.5949867658780588,27,tv_time
directed_tv,0.4,mae,1.4592105419976463e-05,1.4353634540648646e-05,1.4336478781427072e-06,1.405133032090883e-05,1.5132880519044096e-05,27,tv_time
directed_tv,0.4,rmse,3.2463122236714366e-05,3.193462836489552e-05,3.1890567984969503e-06,3.126020307334653e-05,3.36660414000822e-05,27,tv_time
directed_tv,0.4,snr,0.7626761624219097,0.934464888394629,1.0405350886293956,0.37018406292124045,1.155168261922579,27,tv_time
graph_time_tikhonov,0.1,mae,2.1782166099010074e-05,2.2311447101361363e-05,4.018031514951883e-06,2.026655586885376e-05,2.329777632916639e-05,27,tv_time
graph_time_tikhonov,0.1,rmse,3.244036806476142e-05,3.318024389681732e-05,6.389118592703685e-06,3.003037862969857e-05,3.485035749982427e-05,27,tv_time
graph_time_tikhonov,0.1,snr,5.690959986894319,5.970430577299579,1.9897436603310854,4.9404243487927895,6.441495624995848,27,tv_time
graph_time_tikhonov,0.2,mae,2.2872480860602026e-05,2.3019755758256637e-05,4.503838986186945e-06,2.1173622995241673e-05,2.4571338725962378e-05,27,tv_time
graph_time_tikhonov,0.2,rmse,3.360143005876405e-05,3.36424157025489e-05,7.01587823276069e-06,3.095502552372385e-05,3.624783459380425e-05,27,tv_time
graph_time_tikhonov,0.2,snr,5.907359804994769,5.452391173280029,2.3141880153532597,5.034443050229957,6.7802765597595815,27,tv_time
graph_time_tikhonov,0.3,mae,2.435180530155597e-05,2.4131079980525868e-05,2.7555403082924837e-06,2.3312409501569023e-05,2.5391201101542917e-05,27,tv_time
graph_time_tikhonov,0.3,rmse,3.553846397499893e-05,3.581124354579622e-05,4.483458713721545e-06,3.384729359275736e-05,3.7229634357240496e-05,27,tv_time
graph_time_tikhonov,0.3,snr,4.962353807975389,4.864649987435616,1.859876725195569,4.260804260380617,5.663903355570161,27,tv_time
graph_time_tikhonov,0.4,mae,2.6591131440367342e-05,2.5725300575830395e-05,2.870242244283803e-06,2.5508469820547904e-05,2.767379306018678e-05,27,tv_time
graph_time_tikhonov,0.4,rmse,3.8162658773365345e-05,3.691923712659444e-05,4.292794352342652e-06,3.6543407403096866e-05,3.978191014363382e-05,27,tv_time
graph_time_tikhonov,0.4,snr,3.815886592328877,3.5203572867231396,1.8024134756922687,3.1360123074793425,4.495760877178411,27,tv_time
gsmooth,0.1,mae,2.2260724125223475e-06,2.3261060178238494e-06,4.129095414573065e-07,2.0703220350469382e-06,2.3818227899977567e-06,27,instant
gsmooth,0.1,rmse,9.732706671993103e-06,1.0122166810731732e-05,1.740962606247761e-06,9.076011788807175e-06,1.0389401555179031e-05,27,instant
gsmooth,0.1,snr,0.6558160660500714,0.4814573876917936,1.5307739901084887,0.07840478621509728,1.2332273458850453,27,instant
gsmooth,0.2,mae,4.66091327977392e-06,4.4803805403501495e-06,5.553081622868295e-07,4.451449832680648e-06,4.870376726867191e-06,27,instant
gsmooth,0.2,rmse,1.3935296558935301e-05,1.3565577461948442e-05,1.7543760334306894e-06,1.327354210183009e-05,1.4597051016040512e-05,27,instant
gsmooth,0.2,snr,4.301091005083198,4.624792910134712,1.1917963879003484,3.851542814372518,4.7506391957938785,27,instant
gsmooth,0.3,mae,9.332660312734324e-06,9.162352996371597e-06,7.372040895010011e-07,9.054585326113875e-06,9.610735299354773e-06,27,instant
gsmooth,0.3,rmse,2.1820257902599123e-05,2.1315554032790953e-05,1.7534938109900619e-06,2.1158836221718118e-05,2.2481679583480127e-05,27,instant
gsmooth,0.3,snr,3.392542781096873,3.5325645200468383,1.1739130358899281,2.9497402296763826,3.8353453325173636,27,instant
gsmooth,0.4,mae,1.3769652092782497e-05,1.3447841610108276e-05,1.95023028477537e-06,1.3034020985916575e-05,1.4505283199648419e-05,27,instant
gsmooth,0.4,rmse,2.8092804728732264e-05,2.7903303511511524e-05,3.5221549575560893e-06,2.6764240214988844e-05,2.9421369242475684e-05,27,instant
gsmooth,0.4,snr,2.3698504692369253,2.284382741643526,1.3316399278047608,1.86755299099286,2.8721479474809906,27,instant
gsp,0.1,mae,2.1979767512353896e-06,2.2964669410912405e-06,3.896247139305653e-07,2.0510094613678374e-06,2.344944041102942e-06,27,instant
gsp,0.1,rmse,9.712665368225306e-06,9.99272521994911e-06,1.5168293365745839e-06,9.14051404204508e-06,1.028481669440553e-05,27,instant
gsp,0.1,snr,0.9052263282884009,1.197197190238657,2.2360773661183178,0.0617730803736708,1.748679576203131,27,instant
gsp,0.2,mae,4.874481729423898e-06,4.779469303377023e-06,5.152358122731714e-07,4.680133659948025e-06,5.068829798899771e-06,27,instant
gsp,0.2,rmse,1.468511658435701e-05,1.457351795632849e-05,1.7669068037257363e-06,1.4018635493431173e-05,1.5351597675282847e-05,27,instant
gsp,0.2,snr,3.6585211875001913,3.654904138969981,1.1953013292939947,3.207650925269529,4.109391449730853,27,instant
