method,missing_ratio,metric,mean,median,std,ci_lo,ci_hi,n,family
bgsrp,0.1,mae,1.938667965739172e-05,1.9561594874830254e-05,1.602440747368854e-06,1.833975170244407e-05,2.0433607612339372e-05,9,instant
bgsrp,0.1,rmse,2.6694885825826356e-05,2.6935738918838645e-05,2.206513624283954e-06,2.5253296924627504e-05,2.8136474727025207e-05,9,instant
bgsrp,0.1,snr,6.043409885652678,5.640158618665068,1.0797638847880389,5.337964147591159,6.748855623714197,9,instant
bgsrp,0.2,mae,1.9077933365349213e-05,1.8716994901206065e-05,1.747795891528072e-06,1.7936040049550874e-05,2.0219826681147552e-05,9,instant
bgsrp,0.2,rmse,2.611224086808825e-05,2.5618219218375296e-05,2.3922332903588417e-06,2.4549315118387142e-05,2.767516661778936e-05,9,instant
bgsrp,0.2,snr,6.348515163919455,6.323776261708728,1.112624781238148,5.621600306843865,7.075430020995045,9,instant
bgsrp,0.3,mae,2.1613223469846053e-05,2.0927765277127138e-05,1.7329934010797279e-06,2.0481001114473964e-05,2.2745445825218143e-05,9,instant
bgsrp,0.3,rmse,3.0386425473241762e-05,2.9422727285549602e-05,2.4364470621884525e-06,2.8794613392611974e-05,3.197823755387155e-05,9,instant
bgsrp,0.3,snr,5.490553539326559,5.711477035579105,1.1510125769998554,4.738558655686653,6.242548422966465,9,instant
bgsrp,0.4,mae,2.275676867485373e-05,2.2010364736495744e-05,2.0181033088687144e-06,2.14382745130595e-05,2.4075262836647956e-05,9,instant
bgsrp,0.4,rmse,3.140708937579988e-05,3.037696178882124e-05,2.785226316479424e-06,2.9587408182366654e-05,3.32267705692331e-05,9,instant
bgsrp,0.4,snr,4.934856005439577,4.863856038102728,1.0937275226846817,4.220287357285585,5.649424653593568,9,instant
directed_tv,0.1,mae,2.2417610416735855e-06,2.2088723322159957e-06,2.0043030060728507e-07,2.110813245276826e-06,2.372708838070345e-06,9,tv_time
directed_tv,0.1,rmse,1.0145618475713526e-05,9.996772861880309e-06,9.070946113935438e-07,9.552983329603078e-06,1.0738253621823975e-05,9,tv_time
directed_tv,0.1,snr,0.5092937105461767,0.2650981307565742,1.0043553741980282,-0.14688513392986846,1.1654725550222218,9,tv_time
directed_tv,0.2,mae,6.164987050493604e-06,6.261337396678929e-06,4.6172304166733316e-07,5.86332799660428e-06,6.466646104382928e-06,9,tv_time
directed_tv,0.2,rmse,2.0023011015379236e-05,2.033594339093871e-05,1.499611511530945e-06,1.9043264827845685e-05,2.1002757202912788e-05,9,tv_time
directed_tv,0.2,snr,0.677425862877837,0.6476785142258279,0.966824269655452,0.04576734003627503,1.309084385719399,9,tv_time
directed_tv,0.3,mae,1.1054296022477492e-05,1.0518136386810548e-05,1.0594172321452981e-06,1.036214343080923e-05,1.1746448614145754e-05,9,tv_time
directed_tv,0.3,rmse,2.842987517179229e-05,2.705095864167854e-05,2.7246510861924804e-06,2.664976979547987e-05,3.020998054810471e-05,9,tv_time
directed_tv,0.3,snr,0.5289082576083175,0.6761108950492554,1.1707299040644457,-0.23596861304712025,1.2937851282637554,9,tv_time
directed_tv,0.4,mae,1.4776931126856435e-05,1.4398879350303516e-05,1.0506459679416793e-06,1.4090509094467872e-05,1.5463353159245e-05,9,tv_time
