dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch
synthetic_16ch,knn__k3,mean,1ch,0,0.5254141552479864,0.6444921964162832,2.7949823100995403,0.5437849260989327,{},,1
synthetic_16ch,knn__k3,nearest,1ch,0,0.6561601340669412,0.793866660928569,1.8299015932067075,0.7068360394706754,{},,1
synthetic_16ch,knn__k3,tikhonov,1ch,0,0.5505088441691747,0.6748104674981614,2.5923569950158414,0.5596550449791374,{},,1
synthetic_16ch,knn__k3,temporal_laplacian,1ch,0,0.5182635702026105,0.6582591635969869,2.854493175266467,0.5371682288565066,{},,1
synthetic_16ch,knn__k3,graph_time_tikhonov,1ch,0,0.47659917944996777,0.589241234247686,3.218467097029987,0.4912832363451774,{},,1
synthetic_16ch,knn__k3,tv,1ch,0,0.4859629723249681,0.5638539010381884,3.1339682029970723,0.521078048241127,{},,1
synthetic_16ch,knn__k3,trss,1ch,0,0.4701759205604338,0.5509805827345042,3.277396164596488,0.48982883530896754,{},,1
synthetic_16ch,knn__k3,mean,1ch,1,0.5261691414407397,0.6405638795385186,2.78874625833275,0.5472511419653061,{},,1
synthetic_16ch,knn__k3,nearest,1ch,1,0.6374267807812113,0.7448874914252184,1.955696940759581,0.6540586051436099,{},,1
synthetic_16ch,knn__k3,tikhonov,1ch,1,0.5607184379203012,0.6876361548358079,2.5125516290306846,0.5847555056430686,{},,1
synthetic_16ch,knn__k3,temporal_laplacian,1ch,1,0.5134686174352343,0.6502632935452035,2.894860947945805,0.5181178933123616,{},,1
synthetic_16ch,knn__k3,graph_time_tikhonov,1ch,1,0.48560760696427585,0.5881600498364069,3.1371451872611122,0.49401413364650226,{},,1
synthetic_16ch,knn__k3,tv,1ch,1,0.4806402526667018,0.560538604625103,3.1817986070768383,0.5019361273911563,{},,1
synthetic_16ch,knn__k3,trss,1ch,1,0.482060101164321,0.5622393677040632,3.1689881243071527,0.49463557881232567,{},,1
synthetic_16ch,knn__k3,mean,1ch,2,0.5336131600051394,0.6243397874427277,2.7277346835767737,0.5711369529978215,{},,1
synthetic_16ch,knn__k3,nearest,1ch,2,0.6571783246086467,0.7961063694986276,1.8231676912264585,0.678678596097433,{},,1
synthetic_16ch,knn__k3,tikhonov,1ch,2,0.5928107266053434,0.7271684538271973,2.270839466215124,0.6083683476038899,{},,1
synthetic_16ch,knn__k3,temporal_laplacian,1ch,2,0.500104109361717,0.5949684784729156,3.009395768336165,0.5103828587201351,{},,1
synthetic_16ch,knn__k3,graph_time_tikhonov,1ch,2,0.48954798509368014,0.6264229737688095,3.102047325830978,0.4988831004315935,{},,1
synthetic_16ch,knn__k3,tv,1ch,2,0.4841408370607109,0.5916625227337907,3.1502828326996672,0.5008432589350121,{},,1
synthetic_16ch,knn__k3,trss,1ch,2,0.4646156824680026,0.5673999321592318,3.3290613527016917,0.48562654455869925,{},,1
synthetic_16ch,knn__k3,mean,2ch,0,0.542203859372848,0.6446125826706852,2.658373954630202,0.5579263500729454,{},,2
synthetic_16ch,knn__k3,nearest,2ch,0,0.6698809690580458,0.8305721728698222,1.7400236009521572,0.6938489774330333,{},,2
synthetic_16ch,knn__k3,tikhonov,2ch,0,0.6071167617919618,0.7386486813104407,2.1672777659221474,0.6280430149341648,{},,2
synthetic_16ch,knn__k3,temporal_laplacian,2ch,0,0.5686589975011092,0.6940026415185715,2.4514808491917957,0.602720260137465,{},,2
synthetic_16ch,knn__k3,graph_time_tikhonov,2ch,0,0.5093530373871119,0.6357919424486899,2.9298109970105,0.5267271262623395,{},,2
synthetic_16ch,knn__k3,tv,2ch,0,0.5224975591383403,0.6241643941246481,2.8191573402990677,0.5417385312467936,{},,2
