artifact,tag,last_commit,last_author,last_author_email,last_date,last_subject
Thesis-Copilot-Toolkit/results/canonical_run_metadata.json,canonical_run_metadata,b9115785f0256d45f0191fef31310bcbd3c7663a,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sat Apr 4 01:01:38 2026 +0000,"Fix NaNâ†’int rank crash; complete post-processing with all tables, plots, and canonical report"
Thesis-Copilot-Toolkit/results/it01_retry_run_metadata.json,it01_retry_run_metadata,2fa4909db67e913c71a60e8c8fef7b4797137cd4,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 05:00:03 2026 +0000,"Ejecutar pipeline de iteraciones EEG-GSP: it01 (NO-GO), it01_retry (NO-GO), it02 (GO âœ“)"
Thesis-Copilot-Toolkit/results/it01_run_metadata.json,it01_run_metadata,2fa4909db67e913c71a60e8c8fef7b4797137cd4,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 05:00:03 2026 +0000,"Ejecutar pipeline de iteraciones EEG-GSP: it01 (NO-GO), it01_retry (NO-GO), it02 (GO âœ“)"
Thesis-Copilot-Toolkit/results/it02_run_metadata.json,it02_run_metadata,2fa4909db67e913c71a60e8c8fef7b4797137cd4,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 05:00:03 2026 +0000,"Ejecutar pipeline de iteraciones EEG-GSP: it01 (NO-GO), it01_retry (NO-GO), it02 (GO âœ“)"
Thesis-Copilot-Toolkit/results/it03_synthetic_beta_run_metadata.json,it03_synthetic_beta_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it04_physionet_run_metadata.json,it04_physionet_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it05_all_datasets_run_metadata.json,it05_all_datasets_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it05b_synthetic_three_run_metadata.json,it05b_synthetic_three_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it06_tv_focus_kalofolias_nnk_run_metadata.json,it06_tv_focus_kalofolias_nnk_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it06b_kalofolias_nnk_3syn_run_metadata.json,it06b_kalofolias_nnk_3syn_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it07_graph_focus_knn_run_metadata.json,it07_graph_focus_knn_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it07b_knn_3syn_run_metadata.json,it07b_knn_3syn_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it08_high_missing_synthetic_run_metadata.json,it08_high_missing_synthetic_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it09_tikhonov_rbfi_focus_run_metadata.json,it09_tikhonov_rbfi_focus_run_metadata,b635bbad7402a0d50e734e5b3534ff2841005603,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Sun Apr 5 15:04:26 2026 +0000,"Iteraciones it03-it09: synthetic_beta, physionet (NO-GO), all datasets (fixed), kalofolias/NNK/KNN, high-missing, tikhonov/rbfi â€” 6 GO âœ“"
Thesis-Copilot-Toolkit/results/it100_final_comparative_publication_pack_run_metadata.json,it100_final_comparative_publication_pack,e9762a1c38eac4ea6c940db4a62318b44b9bc0e1,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Mon Apr 6 17:06:58 2026 +0000,Resume Engine v7e and complete iterations it83-it100 with artifacts/docs
Thesis-Copilot-Toolkit/results/it101_real_data_validation_run_metadata.json,it101_real_data_validation,f028a21c493f3bb49b816e8a46f545e759c2db1a,copilot-swe-agent[bot],198982749+Copilot@users.noreply.github.com,Mon Apr 6 17:47:38 2026 +0000,Add future-work engine and generate it101-it103 real-data/compute-time/lambda artifacts
